,declarationDate,fyDeclared
5176,1978-12-14T00:00:00.000Z,1979
5177,1979-02-12T00:00:00.000Z,1979
5178,1979-04-11T00:00:00.000Z,1979
5179,1978-12-12T00:00:00.000Z,1979
5180,1978-12-12T00:00:00.000Z,1979
5181,1978-12-14T00:00:00.000Z,1979
5182,1978-12-21T00:00:00.000Z,1979
5183,1979-04-11T00:00:00.000Z,1979
5184,1978-12-12T00:00:00.000Z,1979
5185,1979-04-11T00:00:00.000Z,1979
5186,1979-01-29T00:00:00.000Z,1979
5187,1978-12-12T00:00:00.000Z,1979
5188,1978-12-12T00:00:00.000Z,1979
5189,1979-02-12T00:00:00.000Z,1979
5190,1978-12-12T00:00:00.000Z,1979
5191,1978-12-12T00:00:00.000Z,1979
5192,1979-02-12T00:00:00.000Z,1979
5193,1978-12-12T00:00:00.000Z,1979
5194,1979-02-12T00:00:00.000Z,1979
5195,1978-12-12T00:00:00.000Z,1979
5196,1978-12-21T00:00:00.000Z,1979
5197,1978-12-12T00:00:00.000Z,1979
5198,1979-04-11T00:00:00.000Z,1979
5199,1979-01-29T00:00:00.000Z,1979
5200,1978-12-12T00:00:00.000Z,1979
5201,1979-04-11T00:00:00.000Z,1979
5202,1978-12-12T00:00:00.000Z,1979
5203,1978-12-12T00:00:00.000Z,1979
5204,1979-02-12T00:00:00.000Z,1979
5205,1979-02-12T00:00:00.000Z,1979
5206,1978-12-12T00:00:00.000Z,1979
5207,1978-12-12T00:00:00.000Z,1979
5208,1978-12-12T00:00:00.000Z,1979
5209,1978-12-21T00:00:00.000Z,1979
5210,1979-02-12T00:00:00.000Z,1979
5211,1979-04-11T00:00:00.000Z,1979
5212,1978-12-12T00:00:00.000Z,1979
5213,1978-12-12T00:00:00.000Z,1979
5214,1978-12-21T00:00:00.000Z,1979
5215,1978-12-21T00:00:00.000Z,1979
5216,1979-04-11T00:00:00.000Z,1979
5217,1979-04-11T00:00:00.000Z,1979
5218,1978-12-12T00:00:00.000Z,1979
5219,1979-01-29T00:00:00.000Z,1979
5220,1979-01-29T00:00:00.000Z,1979
5221,1978-12-12T00:00:00.000Z,1979
5222,1978-12-14T00:00:00.000Z,1979
5223,1979-03-07T00:00:00.000Z,1979
5224,1978-12-12T00:00:00.000Z,1979
5225,1978-12-14T00:00:00.000Z,1979
5226,1979-04-11T00:00:00.000Z,1979
5227,1979-04-13T00:00:00.000Z,1979
5228,1979-04-11T00:00:00.000Z,1979
5229,1979-04-16T00:00:00.000Z,1979
5230,1979-04-16T00:00:00.000Z,1979
5231,1979-04-13T00:00:00.000Z,1979
5232,1979-04-16T00:00:00.000Z,1979
5233,1979-04-16T00:00:00.000Z,1979
5234,1979-04-16T00:00:00.000Z,1979
5235,1979-04-16T00:00:00.000Z,1979
5236,1979-04-13T00:00:00.000Z,1979
5237,1979-04-13T00:00:00.000Z,1979
5238,1979-04-16T00:00:00.000Z,1979
5239,1979-04-16T00:00:00.000Z,1979
5240,1979-04-13T00:00:00.000Z,1979
5241,1979-04-16T00:00:00.000Z,1979
5242,1979-04-13T00:00:00.000Z,1979
5243,1979-04-16T00:00:00.000Z,1979
5244,1979-04-16T00:00:00.000Z,1979
5245,1979-04-16T00:00:00.000Z,1979
5246,1979-04-16T00:00:00.000Z,1979
5247,1979-04-18T00:00:00.000Z,1979
5248,1979-04-18T00:00:00.000Z,1979
5249,1979-04-18T00:00:00.000Z,1979
5250,1979-04-21T00:00:00.000Z,1979
5251,1979-04-16T00:00:00.000Z,1979
5252,1979-04-16T00:00:00.000Z,1979
5253,1979-04-18T00:00:00.000Z,1979
5254,1979-04-18T00:00:00.000Z,1979
5255,1979-04-16T00:00:00.000Z,1979
5256,1979-04-16T00:00:00.000Z,1979
5257,1979-04-18T00:00:00.000Z,1979
5258,1979-04-16T00:00:00.000Z,1979
5259,1979-04-21T00:00:00.000Z,1979
5260,1979-04-18T00:00:00.000Z,1979
5261,1979-04-16T00:00:00.000Z,1979
5262,1979-04-16T00:00:00.000Z,1979
5263,1979-04-21T00:00:00.000Z,1979
5264,1979-04-18T00:00:00.000Z,1979
5265,1979-04-16T00:00:00.000Z,1979
5266,1979-04-16T00:00:00.000Z,1979
5267,1979-04-18T00:00:00.000Z,1979
5268,1979-04-18T00:00:00.000Z,1979
5269,1979-04-21T00:00:00.000Z,1979
5270,1979-04-21T00:00:00.000Z,1979
5271,1979-04-16T00:00:00.000Z,1979
5272,1979-04-16T00:00:00.000Z,1979
5273,1979-04-18T00:00:00.000Z,1979
5274,1979-04-18T00:00:00.000Z,1979
5275,1979-04-21T00:00:00.000Z,1979
5276,1979-04-21T00:00:00.000Z,1979
5277,1979-04-16T00:00:00.000Z,1979
5278,1979-04-18T00:00:00.000Z,1979
5279,1979-04-18T00:00:00.000Z,1979
5280,1979-04-21T00:00:00.000Z,1979
5281,1979-04-16T00:00:00.000Z,1979
5282,1979-04-16T00:00:00.000Z,1979
5283,1979-04-18T00:00:00.000Z,1979
5284,1979-04-18T00:00:00.000Z,1979
5285,1979-04-21T00:00:00.000Z,1979
5286,1979-04-16T00:00:00.000Z,1979
5287,1979-04-16T00:00:00.000Z,1979
5288,1979-04-18T00:00:00.000Z,1979
5289,1979-04-18T00:00:00.000Z,1979
5290,1979-04-21T00:00:00.000Z,1979
5291,1979-04-16T00:00:00.000Z,1979
5292,1979-04-18T00:00:00.000Z,1979
5293,1979-04-16T00:00:00.000Z,1979
5294,1979-04-21T00:00:00.000Z,1979
5295,1979-04-18T00:00:00.000Z,1979
5296,1979-04-18T00:00:00.000Z,1979
5297,1979-04-16T00:00:00.000Z,1979
5298,1979-04-16T00:00:00.000Z,1979
5299,1979-04-18T00:00:00.000Z,1979
5300,1979-04-18T00:00:00.000Z,1979
5301,1979-04-16T00:00:00.000Z,1979
5302,1979-04-16T00:00:00.000Z,1979
5303,1979-04-18T00:00:00.000Z,1979
5304,1979-04-18T00:00:00.000Z,1979
5305,1979-04-21T00:00:00.000Z,1979
5306,1979-04-16T00:00:00.000Z,1979
5307,1979-04-18T00:00:00.000Z,1979
5308,1979-04-21T00:00:00.000Z,1979
5309,1979-04-18T00:00:00.000Z,1979
5310,1979-04-18T00:00:00.000Z,1979
5311,1979-04-21T00:00:00.000Z,1979
5312,1979-04-26T00:00:00.000Z,1979
5313,1979-04-26T00:00:00.000Z,1979
5314,1979-04-26T00:00:00.000Z,1979
5315,1979-04-26T00:00:00.000Z,1979
5316,1979-04-21T00:00:00.000Z,1979
5317,1979-04-26T00:00:00.000Z,1979
5318,1979-04-26T00:00:00.000Z,1979
5319,1979-04-21T00:00:00.000Z,1979
5320,1979-04-26T00:00:00.000Z,1979
5321,1979-04-26T00:00:00.000Z,1979
5322,1979-04-26T00:00:00.000Z,1979
5323,1979-04-26T00:00:00.000Z,1979
5324,1979-04-26T00:00:00.000Z,1979
5325,1979-04-26T00:00:00.000Z,1979
5326,1979-04-26T00:00:00.000Z,1979
5327,1979-04-26T00:00:00.000Z,1979
5328,1979-04-21T00:00:00.000Z,1979
5329,1979-04-26T00:00:00.000Z,1979
5330,1979-04-26T00:00:00.000Z,1979
5331,1979-04-26T00:00:00.000Z,1979
5332,1979-04-26T00:00:00.000Z,1979
5333,1979-04-30T00:00:00.000Z,1979
5334,1979-04-26T00:00:00.000Z,1979
5335,1979-04-26T00:00:00.000Z,1979
5336,1979-04-30T00:00:00.000Z,1979
5337,1979-04-26T00:00:00.000Z,1979
5338,1979-04-26T00:00:00.000Z,1979
5339,1979-04-30T00:00:00.000Z,1979
5340,1979-04-30T00:00:00.000Z,1979
5341,1979-04-30T00:00:00.000Z,1979
5342,1979-04-26T00:00:00.000Z,1979
5343,1979-04-30T00:00:00.000Z,1979
5344,1979-04-26T00:00:00.000Z,1979
5345,1979-04-26T00:00:00.000Z,1979
5346,1979-04-30T00:00:00.000Z,1979
5347,1979-04-26T00:00:00.000Z,1979
5348,1979-04-26T00:00:00.000Z,1979
5349,1979-04-30T00:00:00.000Z,1979
5350,1979-04-26T00:00:00.000Z,1979
5351,1979-04-26T00:00:00.000Z,1979
5352,1979-04-30T00:00:00.000Z,1979
5353,1979-04-30T00:00:00.000Z,1979
5354,1979-04-26T00:00:00.000Z,1979
5355,1979-04-26T00:00:00.000Z,1979
5356,1979-04-30T00:00:00.000Z,1979
5357,1979-04-26T00:00:00.000Z,1979
5358,1979-04-26T00:00:00.000Z,1979
5359,1979-04-30T00:00:00.000Z,1979
5360,1979-04-26T00:00:00.000Z,1979
5361,1979-04-26T00:00:00.000Z,1979
5362,1979-04-30T00:00:00.000Z,1979
5363,1979-04-30T00:00:00.000Z,1979
5364,1979-04-26T00:00:00.000Z,1979
5365,1979-04-26T00:00:00.000Z,1979
5366,1979-04-30T00:00:00.000Z,1979
5367,1979-04-30T00:00:00.000Z,1979
5368,1979-04-26T00:00:00.000Z,1979
5369,1979-04-26T00:00:00.000Z,1979
5370,1979-04-26T00:00:00.000Z,1979
5371,1979-04-30T00:00:00.000Z,1979
5372,1979-04-30T00:00:00.000Z,1979
5373,1979-04-26T00:00:00.000Z,1979
5374,1979-04-30T00:00:00.000Z,1979
5375,1979-04-30T00:00:00.000Z,1979
5376,1979-04-26T00:00:00.000Z,1979
5377,1979-04-30T00:00:00.000Z,1979
5378,1979-04-30T00:00:00.000Z,1979
5379,1979-04-26T00:00:00.000Z,1979
5380,1979-04-26T00:00:00.000Z,1979
5381,1979-04-30T00:00:00.000Z,1979
5382,1979-04-30T00:00:00.000Z,1979
5383,1979-04-30T00:00:00.000Z,1979
5384,1979-04-26T00:00:00.000Z,1979
5385,1979-04-30T00:00:00.000Z,1979
5386,1979-04-30T00:00:00.000Z,1979
5387,1979-04-26T00:00:00.000Z,1979
5388,1979-04-30T00:00:00.000Z,1979
5389,1979-04-26T00:00:00.000Z,1979
5390,1979-04-26T00:00:00.000Z,1979
5391,1979-04-30T00:00:00.000Z,1979
5392,1979-04-26T00:00:00.000Z,1979
5393,1979-04-30T00:00:00.000Z,1979
5394,1979-04-30T00:00:00.000Z,1979
5395,1979-05-02T00:00:00.000Z,1979
5396,1979-04-30T00:00:00.000Z,1979
5397,1979-04-30T00:00:00.000Z,1979
5398,1979-04-30T00:00:00.000Z,1979
5399,1979-04-30T00:00:00.000Z,1979
5400,1979-04-30T00:00:00.000Z,1979
5401,1979-05-02T00:00:00.000Z,1979
5402,1979-05-02T00:00:00.000Z,1979
5403,1979-05-02T00:00:00.000Z,1979
5404,1979-04-30T00:00:00.000Z,1979
5405,1979-04-30T00:00:00.000Z,1979
5406,1979-05-02T00:00:00.000Z,1979
5407,1979-04-30T00:00:00.000Z,1979
5408,1979-05-02T00:00:00.000Z,1979
5409,1979-04-30T00:00:00.000Z,1979
5410,1979-05-02T00:00:00.000Z,1979
5411,1979-05-02T00:00:00.000Z,1979
5412,1979-06-23T00:00:00.000Z,1979
5413,1979-05-07T00:00:00.000Z,1979
5414,1979-07-31T00:00:00.000Z,1979
5415,1979-07-27T00:00:00.000Z,1979
5416,1979-05-07T00:00:00.000Z,1979
5417,1979-09-02T00:00:00.000Z,1979
5418,1979-07-01T00:00:00.000Z,1979
5419,1979-06-23T00:00:00.000Z,1979
5420,1979-07-31T00:00:00.000Z,1979
5421,1979-07-31T00:00:00.000Z,1979
5422,1979-05-07T00:00:00.000Z,1979
5423,1979-05-02T00:00:00.000Z,1979
5424,1979-07-01T00:00:00.000Z,1979
5425,1979-06-14T00:00:00.000Z,1979
5426,1979-07-31T00:00:00.000Z,1979
5427,1979-07-28T00:00:00.000Z,1979
5428,1979-06-15T00:00:00.000Z,1979
5429,1979-05-07T00:00:00.000Z,1979
5430,1979-07-28T00:00:00.000Z,1979
5431,1979-07-01T00:00:00.000Z,1979
5432,1979-07-31T00:00:00.000Z,1979
5433,1979-05-07T00:00:00.000Z,1979
5434,1979-07-01T00:00:00.000Z,1979
5435,1979-07-31T00:00:00.000Z,1979
5436,1979-05-15T00:00:00.000Z,1979
5437,1979-07-28T00:00:00.000Z,1979
5438,1979-09-02T00:00:00.000Z,1979
5439,1979-05-15T00:00:00.000Z,1979
5440,1979-05-07T00:00:00.000Z,1979
5441,1979-07-28T00:00:00.000Z,1979
5442,1979-07-01T00:00:00.000Z,1979
5443,1979-05-02T00:00:00.000Z,1979
5444,1979-07-31T00:00:00.000Z,1979
5445,1979-06-23T00:00:00.000Z,1979
5446,1979-05-07T00:00:00.000Z,1979
5447,1979-07-31T00:00:00.000Z,1979
5448,1979-07-20T00:00:00.000Z,1979
5449,1979-05-07T00:00:00.000Z,1979
5450,1979-07-31T00:00:00.000Z,1979
5451,1979-07-01T00:00:00.000Z,1979
5452,1979-06-15T00:00:00.000Z,1979
5453,1979-07-31T00:00:00.000Z,1979
5454,1979-07-31T00:00:00.000Z,1979
5455,1979-05-07T00:00:00.000Z,1979
5456,1979-05-07T00:00:00.000Z,1979
5457,1979-06-23T00:00:00.000Z,1979
5458,1979-07-19T00:00:00.000Z,1979
5459,1979-07-31T00:00:00.000Z,1979
5460,1979-07-31T00:00:00.000Z,1979
5461,1979-05-07T00:00:00.000Z,1979
5462,1979-05-15T00:00:00.000Z,1979
5463,1979-07-01T00:00:00.000Z,1979
5464,1979-07-28T00:00:00.000Z,1979
5465,1979-07-31T00:00:00.000Z,1979
5466,1979-05-07T00:00:00.000Z,1979
5467,1979-06-23T00:00:00.000Z,1979
5468,1979-07-31T00:00:00.000Z,1979
5469,1979-06-23T00:00:00.000Z,1979
5470,1979-07-31T00:00:00.000Z,1979
5471,1979-05-07T00:00:00.000Z,1979
5472,1979-05-15T00:00:00.000Z,1979
5473,1979-07-01T00:00:00.000Z,1979
5474,1979-07-28T00:00:00.000Z,1979
5475,1979-07-31T00:00:00.000Z,1979
5476,1979-05-07T00:00:00.000Z,1979
5477,1979-07-19T00:00:00.000Z,1979
5478,1979-07-31T00:00:00.000Z,1979
5479,1979-09-02T00:00:00.000Z,1979
5480,1979-09-02T00:00:00.000Z,1979
5481,1979-09-02T00:00:00.000Z,1979
5482,1979-09-02T00:00:00.000Z,1979
5483,1979-09-02T00:00:00.000Z,1979
5484,1979-09-02T00:00:00.000Z,1979
5485,1979-09-02T00:00:00.000Z,1979
5486,1979-09-02T00:00:00.000Z,1979
5487,1979-09-02T00:00:00.000Z,1979
5488,1979-09-02T00:00:00.000Z,1979
5489,1979-09-02T00:00:00.000Z,1979
5490,1979-09-02T00:00:00.000Z,1979
5491,1979-09-02T00:00:00.000Z,1979
5492,1979-09-02T00:00:00.000Z,1979
5493,1979-09-02T00:00:00.000Z,1979
5494,1979-09-02T00:00:00.000Z,1979
5495,1979-09-02T00:00:00.000Z,1979
5496,1979-09-02T00:00:00.000Z,1979
5497,1979-09-02T00:00:00.000Z,1979
5498,1979-09-02T00:00:00.000Z,1979
5499,1979-09-02T00:00:00.000Z,1979
5500,1979-09-02T00:00:00.000Z,1979
5501,1979-09-02T00:00:00.000Z,1979
5502,1979-09-13T00:00:00.000Z,1979
5503,1979-09-02T00:00:00.000Z,1979
5504,1979-09-02T00:00:00.000Z,1979
5505,1979-09-02T00:00:00.000Z,1979
5506,1979-09-02T00:00:00.000Z,1979
5507,1979-09-02T00:00:00.000Z,1979
5508,1979-09-02T00:00:00.000Z,1979
5509,1979-09-13T00:00:00.000Z,1979
5510,1979-09-13T00:00:00.000Z,1979
5511,1979-09-02T00:00:00.000Z,1979
5512,1979-09-02T00:00:00.000Z,1979
5513,1979-09-13T00:00:00.000Z,1979
5514,1979-09-02T00:00:00.000Z,1979
5515,1979-09-02T00:00:00.000Z,1979
5516,1979-09-02T00:00:00.000Z,1979
5517,1979-09-13T00:00:00.000Z,1979
5518,1979-09-02T00:00:00.000Z,1979
5519,1979-09-02T00:00:00.000Z,1979
5520,1979-09-02T00:00:00.000Z,1979
5521,1979-09-02T00:00:00.000Z,1979
5522,1979-09-13T00:00:00.000Z,1979
5523,1979-09-02T00:00:00.000Z,1979
5524,1979-09-13T00:00:00.000Z,1979
5525,1979-09-02T00:00:00.000Z,1979
5526,1979-09-02T00:00:00.000Z,1979
5527,1979-09-02T00:00:00.000Z,1979
5528,1979-09-02T00:00:00.000Z,1979
5529,1979-09-02T00:00:00.000Z,1979
5530,1979-09-02T00:00:00.000Z,1979
5531,1979-09-02T00:00:00.000Z,1979
5532,1979-09-13T00:00:00.000Z,1979
5533,1979-09-02T00:00:00.000Z,1979
5534,1979-09-02T00:00:00.000Z,1979
5535,1979-09-02T00:00:00.000Z,1979
5536,1979-09-02T00:00:00.000Z,1979
5537,1979-09-13T00:00:00.000Z,1979
5538,1979-09-13T00:00:00.000Z,1979
5539,1979-09-02T00:00:00.000Z,1979
5540,1979-09-02T00:00:00.000Z,1979
5541,1979-09-02T00:00:00.000Z,1979
5542,1979-09-02T00:00:00.000Z,1979
5543,1979-09-13T00:00:00.000Z,1979
5544,1979-09-02T00:00:00.000Z,1979
5545,1979-09-13T00:00:00.000Z,1979
5546,1979-09-02T00:00:00.000Z,1979
5547,1979-09-02T00:00:00.000Z,1979
5548,1979-09-13T00:00:00.000Z,1979
5549,1979-09-02T00:00:00.000Z,1979
5550,1979-09-13T00:00:00.000Z,1979
5551,1979-09-02T00:00:00.000Z,1979
5552,1979-09-02T00:00:00.000Z,1979
5553,1979-09-13T00:00:00.000Z,1979
5554,1979-09-02T00:00:00.000Z,1979
5555,1979-09-02T00:00:00.000Z,1979
5556,1979-09-02T00:00:00.000Z,1979
5557,1979-09-02T00:00:00.000Z,1979
5558,1979-09-02T00:00:00.000Z,1979
5559,1979-09-13T00:00:00.000Z,1979
5560,1979-09-02T00:00:00.000Z,1979
5561,1979-09-02T00:00:00.000Z,1979
5562,1979-09-13T00:00:00.000Z,1979
5563,1979-09-02T00:00:00.000Z,1979
5564,1979-09-02T00:00:00.000Z,1979
5565,1979-09-02T00:00:00.000Z,1979
5566,1979-09-13T00:00:00.000Z,1979
5567,1979-09-13T00:00:00.000Z,1979
5568,1979-09-13T00:00:00.000Z,1979
5569,1979-09-13T00:00:00.000Z,1979
5570,1979-09-13T00:00:00.000Z,1979
5571,1979-09-14T00:00:00.000Z,1979
5572,1979-09-14T00:00:00.000Z,1979
5573,1979-09-13T00:00:00.000Z,1979
5574,1979-09-16T00:00:00.000Z,1979
5575,1979-09-13T00:00:00.000Z,1979
5576,1979-09-13T00:00:00.000Z,1979
5577,1979-09-13T00:00:00.000Z,1979
5578,1979-09-13T00:00:00.000Z,1979
5579,1979-09-14T00:00:00.000Z,1979
5580,1979-09-13T00:00:00.000Z,1979
5581,1979-09-13T00:00:00.000Z,1979
5582,1979-09-25T00:00:00.000Z,1979
5583,1979-09-13T00:00:00.000Z,1979
5584,1979-12-31T00:00:00.000Z,1980
5585,1979-09-29T00:00:00.000Z,1979
5586,1980-04-09T00:00:00.000Z,1980
5587,1980-02-21T00:00:00.000Z,1980
5588,1979-09-16T00:00:00.000Z,1979
5589,1979-09-14T00:00:00.000Z,1979
5590,1979-12-31T00:00:00.000Z,1980
5591,1979-11-09T00:00:00.000Z,1980
5592,1980-04-09T00:00:00.000Z,1980
5593,1980-02-21T00:00:00.000Z,1980
5594,1979-09-13T00:00:00.000Z,1979
5595,1979-09-25T00:00:00.000Z,1979
5596,1980-02-19T00:00:00.000Z,1980
5597,1980-04-16T00:00:00.000Z,1980
5598,1979-09-29T00:00:00.000Z,1979
5599,1979-11-09T00:00:00.000Z,1980
5600,1980-02-19T00:00:00.000Z,1980
5601,1980-02-21T00:00:00.000Z,1980
5602,1979-09-25T00:00:00.000Z,1979
5603,1979-09-25T00:00:00.000Z,1979
5604,1979-12-31T00:00:00.000Z,1980
5605,1979-12-31T00:00:00.000Z,1980
5606,1980-04-09T00:00:00.000Z,1980
5607,1980-04-09T00:00:00.000Z,1980
5608,1979-09-25T00:00:00.000Z,1979
5609,1979-09-29T00:00:00.000Z,1979
5610,1979-12-31T00:00:00.000Z,1980
5611,1980-02-19T00:00:00.000Z,1980
5612,1980-04-09T00:00:00.000Z,1980
5613,1980-04-16T00:00:00.000Z,1980
5614,1979-09-29T00:00:00.000Z,1979
5615,1979-11-09T00:00:00.000Z,1980
5616,1980-02-21T00:00:00.000Z,1980
5617,1980-02-21T00:00:00.000Z,1980
5618,1979-09-25T00:00:00.000Z,1979
5619,1979-12-31T00:00:00.000Z,1980
5620,1980-04-09T00:00:00.000Z,1980
5621,1979-10-19T00:00:00.000Z,1979
5622,1980-02-21T00:00:00.000Z,1980
5623,1979-12-01T00:00:00.000Z,1980
5624,1979-09-14T00:00:00.000Z,1979
5625,1980-04-09T00:00:00.000Z,1980
5626,1979-11-09T00:00:00.000Z,1980
5627,1979-09-29T00:00:00.000Z,1979
5628,1980-02-21T00:00:00.000Z,1980
5629,1980-02-19T00:00:00.000Z,1980
5630,1979-09-25T00:00:00.000Z,1979
5631,1979-12-31T00:00:00.000Z,1980
5632,1980-04-09T00:00:00.000Z,1980
5633,1979-09-13T00:00:00.000Z,1979
5634,1979-10-04T00:00:00.000Z,1979
5635,1979-09-25T00:00:00.000Z,1979
5636,1980-02-21T00:00:00.000Z,1980
5637,1980-02-06T00:00:00.000Z,1980
5638,1979-09-16T00:00:00.000Z,1979
5639,1980-04-09T00:00:00.000Z,1980
5640,1979-12-31T00:00:00.000Z,1980
5641,1979-11-09T00:00:00.000Z,1980
5642,1980-04-09T00:00:00.000Z,1980
5643,1980-04-09T00:00:00.000Z,1980
5644,1979-09-25T00:00:00.000Z,1979
5645,1979-12-31T00:00:00.000Z,1980
5646,1980-04-09T00:00:00.000Z,1980
5647,1979-09-25T00:00:00.000Z,1979
5648,1980-02-19T00:00:00.000Z,1980
5649,1980-04-16T00:00:00.000Z,1980
5650,1980-04-19T00:00:00.000Z,1980
5651,1980-04-19T00:00:00.000Z,1980
5652,1980-04-19T00:00:00.000Z,1980
5653,1980-05-16T00:00:00.000Z,1980
5654,1980-05-21T00:00:00.000Z,1980
5655,1980-05-15T00:00:00.000Z,1980
5656,1980-05-21T00:00:00.000Z,1980
5657,1980-04-19T00:00:00.000Z,1980
5658,1980-04-16T00:00:00.000Z,1980
5659,1980-04-19T00:00:00.000Z,1980
5660,1980-04-16T00:00:00.000Z,1980
5661,1980-05-21T00:00:00.000Z,1980
5662,1980-04-20T00:00:00.000Z,1980
5663,1980-04-19T00:00:00.000Z,1980
5664,1980-04-20T00:00:00.000Z,1980
5665,1980-04-19T00:00:00.000Z,1980
5666,1980-04-19T00:00:00.000Z,1980
5667,1980-05-21T00:00:00.000Z,1980
5668,1980-05-16T00:00:00.000Z,1980
5669,1980-05-21T00:00:00.000Z,1980
5670,1980-05-21T00:00:00.000Z,1980
5671,1980-05-21T00:00:00.000Z,1980
5672,1980-05-21T00:00:00.000Z,1980
5673,1980-05-21T00:00:00.000Z,1980
5674,1980-05-21T00:00:00.000Z,1980
5675,1980-05-21T00:00:00.000Z,1980
5676,1980-05-21T00:00:00.000Z,1980
5677,1980-05-21T00:00:00.000Z,1980
5678,1980-05-22T00:00:00.000Z,1980
5679,1980-05-21T00:00:00.000Z,1980
5680,1980-05-21T00:00:00.000Z,1980
5681,1980-05-21T00:00:00.000Z,1980
5682,1980-05-21T00:00:00.000Z,1980
5683,1980-05-21T00:00:00.000Z,1980
5684,1980-05-21T00:00:00.000Z,1980
5685,1980-05-21T00:00:00.000Z,1980
5686,1980-05-21T00:00:00.000Z,1980
5687,1980-05-21T00:00:00.000Z,1980
5688,1980-05-21T00:00:00.000Z,1980
5689,1980-05-22T00:00:00.000Z,1980
5690,1980-05-21T00:00:00.000Z,1980
5691,1980-05-21T00:00:00.000Z,1980
5692,1980-05-22T00:00:00.000Z,1980
5693,1980-05-21T00:00:00.000Z,1980
5694,1980-05-21T00:00:00.000Z,1980
5695,1980-05-22T00:00:00.000Z,1980
5696,1980-05-21T00:00:00.000Z,1980
5697,1980-05-21T00:00:00.000Z,1980
5698,1980-05-21T00:00:00.000Z,1980
5699,1980-05-21T00:00:00.000Z,1980
5700,1980-05-21T00:00:00.000Z,1980
5701,1980-05-21T00:00:00.000Z,1980
5702,1980-05-21T00:00:00.000Z,1980
5703,1980-05-21T00:00:00.000Z,1980
5704,1980-05-21T00:00:00.000Z,1980
5705,1980-05-21T00:00:00.000Z,1980
5706,1980-05-21T00:00:00.000Z,1980
5707,1980-05-21T00:00:00.000Z,1980
5708,1980-05-21T00:00:00.000Z,1980
5709,1980-05-21T00:00:00.000Z,1980
5710,1980-05-21T00:00:00.000Z,1980
5711,1980-05-21T00:00:00.000Z,1980
5712,1980-05-21T00:00:00.000Z,1980
5713,1980-05-21T00:00:00.000Z,1980
5714,1980-05-22T00:00:00.000Z,1980
5715,1980-07-24T00:00:00.000Z,1980
5716,1980-05-22T00:00:00.000Z,1980
5717,1980-06-04T00:00:00.000Z,1980
5718,1980-07-24T00:00:00.000Z,1980
5719,1980-08-11T00:00:00.000Z,1980
5720,1980-08-11T00:00:00.000Z,1980
5721,1980-07-24T00:00:00.000Z,1980
5722,1980-08-11T00:00:00.000Z,1980
5723,1980-08-11T00:00:00.000Z,1980
5724,1980-08-11T00:00:00.000Z,1980
5725,1980-05-22T00:00:00.000Z,1980
5726,1980-06-04T00:00:00.000Z,1980
5727,1980-08-11T00:00:00.000Z,1980
5728,1980-08-11T00:00:00.000Z,1980
5729,1980-08-15T00:00:00.000Z,1980
5730,1980-05-22T00:00:00.000Z,1980
5731,1980-07-24T00:00:00.000Z,1980
5732,1980-08-11T00:00:00.000Z,1980
5733,1980-08-11T00:00:00.000Z,1980
5734,1980-08-15T00:00:00.000Z,1980
5735,1980-08-15T00:00:00.000Z,1980
5736,1980-08-11T00:00:00.000Z,1980
5737,1980-08-15T00:00:00.000Z,1980
5738,1980-08-15T00:00:00.000Z,1980
5739,1980-08-11T00:00:00.000Z,1980
5740,1980-08-15T00:00:00.000Z,1980
5741,1980-08-19T00:00:00.000Z,1980
5742,1980-08-15T00:00:00.000Z,1980
5743,1980-08-15T00:00:00.000Z,1980
5744,1980-06-04T00:00:00.000Z,1980
5745,1980-08-15T00:00:00.000Z,1980
5746,1980-08-15T00:00:00.000Z,1980
5747,1980-08-15T00:00:00.000Z,1980
5748,1980-08-23T00:00:00.000Z,1980
5749,1980-08-23T00:00:00.000Z,1980
5750,1981-03-17T00:00:00.000Z,1981
5751,1981-03-24T00:00:00.000Z,1981
5752,1981-06-30T00:00:00.000Z,1981
5753,1981-06-30T00:00:00.000Z,1981
5754,1980-11-27T00:00:00.000Z,1981
5755,1980-09-08T00:00:00.000Z,1980
5756,1981-06-15T00:00:00.000Z,1981
5757,1981-05-27T00:00:00.000Z,1981
5758,1980-09-08T00:00:00.000Z,1980
5759,1981-09-29T00:00:00.000Z,1981
5760,1981-05-27T00:00:00.000Z,1981
5761,1980-08-23T00:00:00.000Z,1980
5762,1980-08-15T00:00:00.000Z,1980
5763,1981-03-24T00:00:00.000Z,1981
5764,1980-09-08T00:00:00.000Z,1980
5765,1981-06-30T00:00:00.000Z,1981
5766,1981-05-27T00:00:00.000Z,1981
5767,1980-09-08T00:00:00.000Z,1980
5768,1980-08-19T00:00:00.000Z,1980
5769,1981-05-27T00:00:00.000Z,1981
5770,1980-11-27T00:00:00.000Z,1981
5771,1981-10-23T00:00:00.000Z,1981
5772,1981-06-15T00:00:00.000Z,1981
5773,1980-09-08T00:00:00.000Z,1980
5774,1980-08-19T00:00:00.000Z,1980
5775,1981-05-27T00:00:00.000Z,1981
5776,1980-11-27T00:00:00.000Z,1981
5777,1981-06-30T00:00:00.000Z,1981
5778,1980-08-15T00:00:00.000Z,1980
5779,1980-09-26T00:00:00.000Z,1980
5780,1981-06-15T00:00:00.000Z,1981
5781,1980-08-23T00:00:00.000Z,1980
5782,1980-08-15T00:00:00.000Z,1980
5783,1980-11-27T00:00:00.000Z,1981
